2.871452697753906105e-09,-2.422941323565338944e-16,4.373119178908519975e-106,2.871452697753906105e-09,1.226588379129861060e-71,5.239574562515882802e-134,4.373140327987418552e-106,5.975686975248034258e-72,2.152398362800790705e-134,8.976402525128020750e-106
5.263157894736842479e+00,2.637516447373060013e-01,2.631578947368420907e-01,2.631578947368420907e-01,2.631578947368420907e-01,2.631578947368420907e-01,2.631578947368420907e-01,2.631578947368420907e-01,2.631578947368420907e-01,2.631578947368420907e-01
5.640625000000001107e-04,1.471424264733129543e-59,5.640625000000001107e-04,4.822119056597110829e-67,2.876655043602123816e-59,1.650966014214545921e-66,5.904771599692675533e-59,1.209295523799155419e-59,2.876669687831946929e-59,1.662047599518560877e-59
5.263157820518092223e+00,5.263157894736842479e+00,2.631578947366775556e-01,2.631577572466061721e-01,2.631578850454778240e-01,2.631282072359663049e-01,2.631578944878795734e-01,2.631578940569018754e-01,2.631578947126125279e-01,2.631578947358034770e-01
4.988718810451070240e+00,3.378942216962826748e-60,4.988718810451070240e+00,6.827598667380726678e-60,6.827631687074935631e-60,5.469294694215347022e-60,5.757124491467013978e-60,5.469294694215254166e-60,5.497388654060353984e-60,1.401447328934368183e-59
5.014318751383962436e+00,2.631578945777578449e-01,5.026193751383962294e+00,2.631324414165295833e-01,2.631578947368317101e-01,2.631578947368420907e-01,2.631578947368420907e-01,2.631578946447217793e-01,2.631578945504359224e-01,2.631578947368420351e-01
2.375001017581266360e-01,3.188717351050091097e-40,8.778666607878097296e-57,8.794716166877905084e-50,3.588766746741655282e-57,3.188717351050091097e-40,1.036050608591344181e-56,4.276786295262127207e-57,2.375001017581266360e-01,3.588766761829332949e-57
5.262622035361841810e+00,2.523828166117539351e-01,2.631576266124492358e-01,5.262622035361841810e+00,2.631578940654840659e-01,2.631578915551771036e-01,2.631578947368346522e-01,2.631578945012886805e-01,2.631578947368420907e-01,2.631578944883435356e-01
2.852309169142731787e-16,3.528560451158347345e-36,4.555088546255592244e-63,5.309586896742236906e-55,5.232624394456029845e-55,2.087383142245098664e-50,2.348811308762019076e-63,6.170048076911352153e-64,1.737295585759776052e-63,2.852309169142731787e-16
2.631578947278291336e-01,2.631578260167966032e-01,2.565789473679678731e-02,2.631554189321461679e-01,2.631578947371062682e-01,2.625641447368421422e-01,2.631577500102813549e-01,2.625328948879712132e-01,2.625923478686618129e-01,2.510627656379410544e-01
6.186364851797650353e-12,7.091195680858235862e-46,2.163667059471406329e-64,9.581354436632263658e-65,1.054094208738597534e-64,6.186364851797650353e-12,7.134372573798426396e-65,1.201916421914071993e-45,1.658347521466696258e-64,1.307003774205962002e-45
5.263157837298525266e+00,5.006564175981704778e-01,2.631578947142493297e-01,2.631578947363782395e-01,2.631578205171395957e-01,5.263157837307802289e+00,2.625640001610856089e-01,2.631578947368409249e-01,2.631578947275398650e-01,2.631578947368420351e-01
1.431990856994205141e-10,4.976423320735256864e-49,1.993189360032047721e-50,6.487179214188552039e-52,1.398347602152993121e-64,2.470683744005771813e-64,3.672592178755956262e-61,9.233554083675952493e-50,1.619002130336655590e-62,1.431990856994205141e-10
5.263157891025905144e+00,2.631578913868246605e-01,2.631578947345979413e-01,2.631578910258812742e-01,2.631578947363281129e-01,2.631563057224512447e-01,5.263157894736842479e+00,2.631282072368421043e-01,2.625641447368420311e-01,2.631578947355669440e-01
2.871452697753906105e-09,9.488865921917764056e-47,3.797987121541612788e-46,1.905216345641377521e-46,1.947695618418761996e-46,2.533784865480504371e-51,2.871452697753906105e-09,4.741267507875534075e-46,1.181455630334886051e-46,1.067558664929598838e-50
5.262564144730687232e+00,2.620000884410889630e-01,2.631578945410391057e-01,2.631562164746338306e-01,2.631578945512703105e-01,2.631578947368408139e-01,2.620000884410880748e-01,5.263157894730687403e+00,2.631578947367753107e-01,2.631468883303430539e-01
1.129606647427676370e-03,1.129606647427676370e-03,4.653764465260607512e-40,3.257178882490362726e-54,3.292447310104626299e-32,1.258233314196039621e-31,9.488773525629856163e-47,3.897953951697808904e-47,9.487807442462219400e-47,4.653764465260607512e-40
2.631821966895644405e-01,2.631311012410839090e-01,2.631578944780659790e-01,2.625343046418791570e-01,2.631276020436455476e-01,2.626220372313707307e-01,2.631578947236575816e-01,2.631578944391219643e-01,2.631821966895644960e-01,2.630506529138108007e-01
5.000000000000000000e+00,4.221054171654883721e-40,3.924326210913565879e-167,3.932755827231978603e-167,9.319753175439048627e-40,3.736118035870377187e-167,1.960873057392706869e-166,6.198430387498143965e-147,3.019748137499093128e-147,5.000000000000000000e+00
5.131578947368423682e-01,5.250656555086030686e+00,2.631578947237944166e-01,2.631281259301941344e-01,2.631578947368420907e-01,2.631578757416084824e-01,2.625655547498434439e-01,2.631578947364234811e-01,2.631578947368418131e-01,5.263157894736842479e+00
4.947499999999999787e+00,-1.049999999999995159e+00,-1.049874999999999892e+00,-1.000000000000000000e+00,-1.047499999999999876e+00,-1.049874999999999892e+00,-1.047499999999999876e+00,-1.000000000000000000e+00,-1.049874999999999892e+00,-1.000000000000000000e+00
-1.050000000000000044e+00,-1.049999999999995159e+00,-1.000000000000000000e+00,-1.049874999999999892e+00,-1.049874999999999892e+00,-1.049993750000000059e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.047499999999999876e+00,-1.000000000000000000e+00
-1.050067104189047473e+00,-1.046582890535404875e+00,-1.044253746093749768e+00,-1.046466433398437257e+00,-1.046585183398437202e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-9.316578124999949084e-01,-1.047499999999999876e+00,-1.047499999999999876e+00
-1.046753746093749715e+00,-1.047749278695801145e+00,-1.000000000000000000e+00,-1.049874999999999892e+00,-1.049874999999999892e+00,-1.000000000000000000e+00,-1.049874999999999892e+00,-1.000000000000000000e+00,-1.004979323916021849e+00,-1.000000000000000000e+00
-5.193507795750100520e-02,-1.049999999294731534e+00,-1.000000000000000000e+00,-1.047499999999999876e+00,-1.047499999999999876e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.049768407031248518e+00,-1.000000000000000000e+00
-1.050118749999999990e+00,-1.050000000000000044e+00,-1.047499999999999876e+00,-1.047499999999999876e+00,-1.049993750000000059e+00,-1.049993750000000059e+00,-1.049999984375000084e+00,-1.047499999999999876e+00,-1.047499999999999876e+00,-1.049993750000000059e+00
-5.249872733397163010e-02,-1.049999999999912115e+00,-1.049999421002804301e+00,-1.047499999999999876e+00,-1.000000000000000000e+00,-1.047743135025667183e+00,-1.047749374323448501e+00,-1.049874999999999892e+00,-1.049993750000000059e+00,-1.047499999999999876e+00
-1.050118735898437405e+00,-1.052374985236049776e+00,-1.052374390625000045e+00,-1.050117604654374981e+00,-1.052250000000000130e+00,-1.050361339029374896e+00,-1.047499999999999876e+00,-1.047755373320394812e+00,-1.047499999999999876e+00,-1.052374703085937613e+00
-1.004854753830044967e+00,-1.047755935975894559e+00,-1.047761546096896756e+00,-1.049874999999999892e+00,-1.049999687499999945e+00,-9.551187195179801082e-01,-1.047755934376299214e+00,-1.005100370188145797e+00,-1.047648717973833632e+00,-1.047499999999999876e+00
-1.004988420273031924e+00,-1.049999999999995604e+00,-1.049993750000000059e+00,-1.002380028046403915e+00,-1.049874999999999892e+00,-1.000000000000000000e+00,-1.047499999999999876e+00,-1.049999984375000084e+00,-1.049874999999999892e+00,-1.049993750000000059e+00
-5.249999999999954703e-02,-1.049999986675875796e+00,-1.049993750000000059e+00,-1.049994654725364907e+00,-1.049999687499999945e+00,-1.047499999999999876e+00,-1.000000000000000000e+00,-1.047499999999999876e+00,-1.049874999999999892e+00,-1.049993750000000059e+00
-1.049999985935546887e+00,-1.050000000000000044e+00,-1.049999687499999945e+00,-1.049874999999999892e+00,-1.049993750000000059e+00,-1.047499999999999876e+00,-1.047499999999999876e+00,-1.049874999999999892e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
-1.004531201034797316e+00,-1.050000000000000044e+00,-1.049874999999999892e+00,-1.049993750000000059e+00,-1.047499999999999876e+00,-1.047499999999999876e+00,-1.000000000000000000e+00,-1.047499999999999876e+00,-1.000000000000000000e+00,-1.049874999999999892e+00
-1.050000000000000044e+00,-1.047749686796777269e+00,-1.047499999999999876e+00,-1.049874999999999892e+00,-1.047499999999999876e+00,-1.004993437500000031e+00,-1.047499999999999876e+00,-1.049993750000000059e+00,-1.049999687499999945e+00,-1.000000000000000000e+00
-5.249999987006936930e-02,-1.049887748922570641e+00,-1.047742494076504327e+00,-1.000000000000000000e+00,-1.049999999218750091e+00,-1.047499999999999876e+00,-1.002493749999739947e+00,-1.049874999999999892e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
-1.050000000000000044e+00,-1.050000000000000044e+00,-1.047499999999999876e+00,-1.047499999999999876e+00,-1.049999687499999945e+00,-1.049874999999999892e+00,-1.049874999999999892e+00,-1.000000000000000000e+00,-1.049999984375000084e+00,-1.049874999999999892e+00
-1.002616699997296967e+00,-1.000124936351959315e+00,-4.999878476303998981e-02,-1.047499999999999876e+00,-1.000000000000000000e+00,-1.004874629776244310e+00,-1.047499999999999876e+00,-1.000000000000000000e+00,-1.002374942276244241e+00,-1.047499999999999876e+00
-1.004880879631935064e+00,-1.049994359367784513e+00,-1.047499999999999876e+00,-1.049874999999999892e+00,-1.049874999999999892e+00,-1.002374942276244241e+00,-1.047499999999999876e+00,-1.049874999999999892e+00,-1.047499999999999876e+00,-1.049874999999999892e+00
-4.114596846081861048e-02,-9.929959588854193608e-01,-1.000000000000000000e+00,-1.049874999999999892e+00,-1.047499999999999876e+00,-1.047499999999999876e+00,-1.049999687499999945e+00,-1.047861771967794953e+00,-9.930012732054999125e-01,-1.049874999999999892e+00
2.036265571789901974e-01,-1.050000000000000044e+00,-1.047499999999999876e+00,-1.049999687499999945e+00,-1.049874999999999892e+00,-1.047499999999999876e+00,-1.049999687499999945e+00,-1.047499999999999876e+00,-1.049999687499999945e+00,-1.049874999999999892e+00
-9.526957001071765553e-53,-2.375000000000004278e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.562500000000008532e-08,-2.500000000000004389e-03,-9.499999999999999556e-01,0.000000000000000000e+00
-1.050000000000000044e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00
